levels,tid,phoneticword,pid,code,word,translation,definition,refn,code_status,ontology_branches
L4,2260,cipyam/akShatA/upanakha,2235,O-20,चिप्यम्/अक्षता/उपनख,whitlow ,"the disorder is characterized by नख वेष्ट्क मांस दाहः [burning sensation in lateral wall of eponychium], नख वेष्ट्क मांस पाकः [pus formation in the lateral wall of eponychium], चर्म नखान्तरे भृश दाहः [intense burning sensation in the area between nails and skin underneath the nails], चर्म नखान्तरे भृश पाकः [intense burning sensation in the area between nails and skin underneath the nails], ज्वरः [fever], नख मांस रुक [pain over and under nails] ",Ca.Ci.12/89; Su.Ni.13/21; Ah.U. 31/23; Ma.Ni.55/18-19; Sha.Pu.7/94; Bp.Ma. 61/71,Active,
L4,2261,jatumaNiH,2235,O-21,जतुमणिः,birthmark-reddish ,"the disorder is characterized by नीरुजं मण्डलः [painless circular lesion], उत्सन्न मण्डलः [slightly elevated from skin surface], समं (सूक्ष्म) [minute lesion], ईषत रक्तम्/ लोहितम् मण्डलः [reddish or reddish tinged], श्लक्षण [smooth textured lesion], चर्मकीलवत् [appear like चर्मकील], सहज [present since birth / congenital] ",Su.Ni.13/41; Ah.U. 31/27; Ma.Ni.55/35; Sha.Pu.7/93; Bp.Ma. 61/132,Active,
L4,2262,jAlagardaBaH,2235,O-22,जालगर्दभः,non-suppurating cellulitis ,"the disorder is characterized by मन्द विसर्पण शोफः [slow spreading swelling], अपाक शोफः [swelling with less tendency to suppurate], तनु शोफः [little swelling], ताम्र वर्ण शोफः [copper coloured swelling], ज्वरकृत [associated with fever] ",Su.Ni.13/14; Ah.U. 31/13-14; Ma.Ni.55/12; Sha.Pu.7/93; Bp.Ma. 61/151,Active,
L4,2263,tilakaH/tilakAlaka,2235,O-23,तिलकः/तिलकालक,sesame-eruption ,"the disorder is characterized by त्वकस्थः कृष्ण वर्णा [Black coloured lesion localized on skin surface], तिलमात्राणि [sesame sized lesion], नीरुजः [painless lesion], त्वक समः [macular lesion/unelevated from skin] ",Ca.Ci.18/25; Su.Ni.13/43; Ah.U. 31/25; Ma.Ni.55/37; Sha.Pu.7/92; Bp.Ma. 61/129,Active,Note: Also Classifed under शुक्रवहस्रोतोविकारः[EI]
L4,2265,nyacCaH,2235,O-24,न्यच्छः,birth mark-bluish ,"the disorder is characterized by गात्रदेशे मण्डलम् [circular patches on body], महत् मण्डलम् [large sized patches], अल्प मण्डलम् [small sized patches], श्याम मण्डलम् [bluish black coloured patches], असित मण्डलम् [blackish coloured patches], निरुजं [painless patches] ",Su.Ni.13/44; Ah.U. 31/27; Ma.Ni.55/38; Bp.Ma. 61/135,Active,
L4,2266,niruddhaprakaSaH,2235,O-25,निरुद्धप्रकशः,phimosis ,"the disorder is characterized by मूत्रस्रोतः रुणद्धि [obstruction to urinary tract/meatus], मूत्रम् मन्द धारया प्रवर्तते [weak urine flow], मणिर्न च विदीर्यते [inability to retract prepuce], मूत्रम् मन्दधारया अवेदनम् प्रवर्तते [painless urination without force] ",Su.Ni.13/52-54; Ah.U. 31/19-20; Ma.Ni.55/45-47; Sha.Pu.7/86; Bp.Ma. 61/89-90,Active,
L4,2267,nIlikA,2235,O-26,नीलिका,black patch ,"the disorder is characterized by गात्रे कृष्णा मण्डलः [Black coloured cicular lesion on body], मुखे कृष्णा मण्डलः [Black coloured circular lesion on face], नीरुज मण्डलः [painless circular lesion], तनुकं [thin lesion over body or face] ",Su.Ni.13/46; Ah.U. 31/28; Ma.Ni.55/40; Sha.Pu.7/93; Bp.Ma. 61/38,Active,
L4,2268,panasikA,2235,O-27,पनसिका,ear abscess ,"the disorder is characterized by उग्ररुक् [associated with severe pain], कर्णस्य उपरि देशेपिडिका [nodular swelling over ear pinna], कर्णस्य समन्तात् पिडिका [nodular swelling in the surrounding of external ear], कर्णस्य पृष्ठ देशे पिडिका [nodular swelling on the posterior surface of pinna], शालूकवत् [nodule that resembles the root of lotus], कठिन पिडिका [hard nodular swelling], स्थिर पिडिका [fixed nodular swelling] ",Su.Ni.13/12; Ah.U. 31/3; Ma.Ni.55/11; Sha.Pu.7/91; Bp.Ma. 61/24,Active,
L4,2269,prasuptiH,2235,O-28,प्रसुप्तिः,hypoesthesia ,"the disorder is characterized by अल्प कण्डु [mild or no itching], त्वक् पाण्डुता [pale coloured skin], प्रसुप्तिः [numbness], क्रमेण विचेतना (त्वक) [gradual loss of tactile sensation in skin], अविक्लेदः [absence of oozing and moistness] ",Ah.U. 31/30-31,Active,
L4,2270,padminIkaNTakaH,2235,O-29,पद्मिनीकण्टकः,papules-lotus thorn ,"the disorder is characterized by कण्टकैराचितम् [Thorny projections], वृत्त मण्ड्लम् [circular elevated lesions], कण्डूमत् [associated with itching], पद्मिनी कण्टकवत [thorny projections that appear like lotus], नीरुजः [painless], श्वेतः/ पाण्डु [whitish projection] ",Su.Ni.13/40; Ah.U. 31/6; Ma.Ni.55/34; Sha.Pu.7/94; Bp.Ma.61/138,Active,
L4,2272,parivartikA,2235,O-30,परिवर्तिका,paraphimosis ,the disorder is characterized by मणेरधस्ताद् कोशस्च ग्रन्थिरूपेण लम्बते [foreskin of prepuce gets stuck behind the glans penis and hangs underneath like a gland] ,Su.Ni.13/47-48; Ah.U. 31/17-18; Ma.Ni.55/41-43; Sha.Pu.7/86; Bp.Ma. 61/79-80,Active,
L4,2273,vAtaja-parivartikA,2235,O-30.1,वातज-परिवर्तिका,paraphimosis due to वात ,"the disorder is characterized by सरुजः/सवेदनः [painful swelling that hangs underneath the prepuce], सदाहश्च् क्वचित् व्रजेत् [may be associated with burning sensation], पाकं क्वचित् व्रजेत् [may be associated with suppuration] ",Ma.Ni.55/43,Active,
L4,2274,kaPaja-parivartikA,2235,O-30.2,कफज-परिवर्तिका,paraphimosis due to कफ ,"the disorder is characterized by सकण्डु [associated with itching], कठिनः [hard in nature] ",Ma.Ni.55/43,Active,
L4,2276,pAdadArI,2235,O-31,पाददारी,cracked plantar sole ,"the disorder is characterized by पाद् तल दारण [Fissuring and cracking of feet], सरुजः [associated with pain] ",Su.Ni.13/29; Ma.Ni.49/25; Bp.Ma. 61/122,Active,
L4,2277,pAShANagardaBaH,2235,O-32,पाषाणगर्दभः,temporomandibular inflammation ,"the disorder is characterized by हनुसन्धिज शोफः [Swelling in the joint of lower jaw], अल्प रुजः शोफः (हनु सन्धि) [swelling with pain in joint of lower jaw], स्थिर शोफः [firm swelling in the joint of lower jaw] ",Su.Ni.13/13; Ah.U. 31/4; Ma.Ni.49/10; Sha.Pu.7/99; Bp.Ma. 61/27,Active,
L4,2278,maShakaH,2235,O-33,मषकः,blackgram-spots ,"the disorder is characterized by अवेदना मण्डलः गात्रेषु [painless round lesions in the body], माषवत् मण्डलः [lesion that appear like माष (black gram)], कृष्ण मण्डलः [blackish coloured lesion], उत्सन्न मण्डलः [elevated from the skin surface] ",Su.Ni.13/42; Ah.U. 31/26; Ma.Ni.55/36; Sha.Pu.7/93;,Active,
L4,2279,yavaprakhyA,2235,O-34,यवप्रख्या,barley seed-macule ,"the disorder is characterized by ग्रथित पिडका [knotted lesions], मांस संश्रित पिडका [lesions located in muscle tissue], यवाकारः पिडका [barley shaped lesions (thin rimed thick in the middle)], सुकठिन पिडका [very hard lesions] ",Su.Ni.13/5; Ah.U. 31/2; Ma.Ni.55/2; Sha.Pu.7/92; Bp.Ma. 61/145,Active,
L4,2280,yuvAnapiDakA (mukhadUShikA),2235,O-35,युवानपिडका (मुखदूषिका),pimples ,"the disorder is characterized by शाल्मली कण्टकाकार पिडका [lesion resembling the prickles of silk cotton tree], यूनं वक्त्रे [occurs in the face of young people], सरुजः [associated with pain], घनः [thick and dense lesion], मेदोगर्भः [presence of fatty pultaceous material inside the lesion] ",Su.Ni.13/39; Ah.U. 31/5; Ma.Ni.55/33; Sha.Pu.7/94; Bp.Ma. 61/31,Active,
L4,2281,rAjikA,2235,O-36,राजिका,mustard seed-erruptions ,"the disorder is characterized by राजिका वर्ण संस्थान प्रमाण पिटिका [papules resembling the shape size and appearance of mustard seed], घन पिटिका [lesions that are thick and dense], सरुज पिटिका [associated with pain] ",Ah.U. 31/12-13,Active,
L4,2282,lA~jCanam,2235,O-37,लाञ्छनम्,congenital black white patch ,"the disorder is characterized by कृष्णं मण्डल [black coloured patch], सित मण्डल [white coloured patch], सम मण्डल [unelevated patch] ",Ah.U. 31/27,Active,
L4,2283,rakasA,2235,O-38,रकसा,rasakA-कुष्ठ /pustular dermatitis ,"the disorder is characterized by कण्डूः [itching], स्रावहीन पिडका [papule without discharge] ",Su.Ni.5/15; Su.Ni.13/28; ; Ah.Ni.15/38; Sha.Pu.7/92,Active,Note: Also Classifed under रक्तवहस्रोतोविकारः[ED]
L4,2284,rUhyA/ indraluptaH,2235,O-39,रूह्या/ इन्द्रलुप्तः,aloepecia ,"the disorder is characterized by प्रच्यावति रोमाणि [fall of hairs], अन्येषाम् असम्भवः [Absence of hair regrowth in that area] ",Su.Ni.13/34; Ah.U. 31/24-25; Ma.Ni.55/29; Sha.Pu.7/152,Active,Note: Also Classifed under क्षुद्ररोगः[O]
L4,2285,varAhadaMShTrakaH,2235,O-40,वराहदंष्ट्रकः,pig-bite like skin lesion ,"the disorder is characterized by तीव्र वेदना [severe pain], कण्डूमान् [itching sensation], ज्वरः [fever], त्वक् पाकः [associated with suppuration of the skin], सदाहः [associated with burning sensation], रक्त पर्यन्तः [reddish coloured appearance of circumference of lesion] ",Ma.Ni.55/50; Sha.Pu.7/92,Active,
L4,2286,valmIkaH,2235,O-41,वल्मीकः,termitarium like skin lesion ,"the disorder is characterized by पाणितले वल्मीकवत् अणुभिःमुखैःग्रन्थिः [occurrence of lesion with multiple minute opening in palm resembling ant-hill], पादतले वल्मीकवत् बहु अणुभिःमुखैःग्रन्थिः [occurrence of lesion with multiple minute opening in sole resembling ant-hill], जत्रूर्ध्वे वल्मीकवत् बहु अणुभिःमुखैःग्रन्थिः [occurrence of lesion with multiple minute opening in supra-clavicular region resembling ant-hill], सन्धौ वल्मीकवत् बहु अणुभिः मुखैःग्रन्थिः [occurrence of lesion with multiple minute opening at joints resembling ant-hill], रुक् [pain], कण्डूः [associated with itching], दाह/परिदाह [burning sensation], क्लेदाढ्यम् [excessive sticky discharge], शनैः समुपचीयते [gradual development], तोद [pricking pain] ",Su.Ni.13/9-10; Ah.U. 31/19-20; Sha.Pu.7/92; Bp.Ma. 61/52-53,Active,
