levels,tid,pid,code,word,arabic,translation,definition
L4,759,587,F-99,Nawāṣīr Ghayr Nāfidha ,نواصير غير نافذہ,Sinus,Severe and deep ulcers in and around rectum. These are produced as a result of the boils of rectum. They have only one opening externally on the rectum and create a blind track through which yellow fluid i.e. pus oozes regularly. 
L4,760,587,F-100,Nawāṣīr Nāfidha,نواصير نافذہ,Fistula in ano,Deep and severe ulcers of rectum as a result of boils of rectum which have got two openings i.e. external and internal in the rectum. They form a continuous track from inside to outside. Sometimes faecal matter and gases pass through this track. It is very difficult to treat and the only treatment is surgery.
L4,761,587,F-101,Waram al-Maq‘ad,ورم المقعد,Proctitis,"Inflammation of anal canal secondary to other diseases of anal canal e.g. ulcers, piles, fissures, etc. It is of two types: acute and chronic."
L4,762,587,F-102,Shuqāq al-Maq‘ad,شقاق المقعد,Anal fissure,"Elongated ulcers on the anal orifice which result due to passage of hard stool from it, sitting on hard object for a long time, piles and fistula, congestion of the vessels of anal canal, inflammation of anal canal, expulsion of irritant humour through purgation, injury to the anal orifice and external cold environment."
L4,763,587,F-103,Istirkhā’ al-Maq‘ad,استرخاء المقعد,Anal flaccidity,Flaccidity of the anal canal due to paresis and paralysis of sphincter muscles which leads to involuntary expulsion of stool and gas from the anus.
L4,764,587,F-104,Khurūj al-Maq‘ad/ Khurūj al-Mabraz,خروج المقعد/ خروج المبرز,Rectal prolapse,"In this condition, the rectum or a part of rectum protrudes through the anus due to paresis of sphincter muscles and inflammation of the rectal muscles."
L4,765,587,F-105,Ḥikka al-Maq‘ad,حكة المقعد,Pruritus ani,"A type of pruritus or itching due to thread worm infestation, infiltration of irritant, saline, melancholic humour on rectum or congestion of rectum."
L4,766,587,F-106,Qurūḥ al-Maq‘ad,قروح المقعد,Anal ulcers,Ulcers of the anal canal caused by external factors like injury and internal factor i.e. irritant humour.
L4,767,587,F-107,Maq‘ad Ghayr Mathqūb,مقعد غير مثقوب,Imperforated anus,A congenital abnormality in which the patient has no anal opening. The condition may be corrected by immediate surgery.
L4,768,587,F-108,Fūhāt ‘Urūq al-Maq‘ad,فوهات عروق المقعد,Haemorrhoidal varices,"Rupture of the vessels of anal canal leading to haemorrhage without any symptoms of piles. It can be due to congestion of blood or irritant, corrosive humours."
L3,769,2,G,Amrāḍ-i-Niẓām-i-Bawl,امراض نظام بول,Diseases of Urinary System,
L4,770,769,G-1,Huzāl al-Kulya/ Ḍumūr al-Kulya,هزال الكلية/ ضمور الكلية,Renal atrophy,"A reduction in the size of kidneys. The condition is caused due to the hot or cold impaired temperament of kidneys. Due to the hot derangement, the fat over the kidneys gets dissolved and they become weak and their size decreases. If there is cold derangement, the kidney become weak due to the weakened digestive faculties. Sometimes it may be due to excessive sexual indulgence and intake of diuretics or purgatives. In this condition, urine becomes colourless and its quantity increases."
L4,771,769,G-2,Dhayābīṭus/ Dūlābiya/ Mu‘aṭṭisha/ Dawwāriyya/ Parkāriyya,ذيابيطس/ دولابيہ/ معطشہ/ دوّاريه/ پرکاریہ,Diabetes mellitus,"According to Unani physician this is a disease in which the expulsive faculty of kidneys becomes strong and they expel maximum water. It is a disease in which patient remains thirsty. The water taken by the patient is expelled out from the body without change or metabolism. It is due to the weakness of kidneys in which the calyces becomes dilated and are unable to hold water i.e. the retaining capacity of the kidneys is reduced. It can also be due to exposure to cold climate or increased intake of cold water. The most common cause is the increase in the innate heat of kidneys either simple, organic which increases the absorption of water from kidneys and thereby its expulsion. It is a debilitating disease in which the condition of patient deteriorates day by day. Liver becomes weak and patient gets emaciated. It is of two types: <em>Dhayābīṭus Ḥārr</em> (diabetes mellitus) and <em>Dhayābīṭus Bārid</em> (diabetes insipidus). "
L4,772,769,G-3,Ḍu‘f al-Kulya,ضعف الكلية,Renal insufficiency,"The inability of the kidneys to perform their normal filtration due to their impaired temperament, atrophy, diseases such as calculus, inflammation, use of diuretics, physical exertion. In this condition, there is decrease in the quantity of urine, with increased frequency, loss of libido, headache and heaviness at the site of kidneys."
L4,773,769,G-4,Ḥaṣāh wa Raml al-Kulya,حصاة ورمل الكلية,Nephrolithiasis,According to <em>Ibn Sīnā</em> the cause of renal calculus is the retention of viscous humour inside the kidneys and hence their transformation into calculus due to the innate heat of kidneys. According to <em>Ibn Sīnā</em> inflammation and obstruction of kidneys due to their impaired temperament weakens the expulsive faculty of kidneys. As a result there is retention of viscous humours in the kidneys which essentially transforms into calculus.
L4,774,769,G-5,Ḥaṣāh al-Mathāna,حصاة المثانة,Cystolithiasis,"Calculi of urinary bladder are caused by viscous humour, hot impaired temperament of urinary bladder due to inflammation and ulcer. These causes are same as in case of renal calculus. It can also be due to the narrowing of the neck of bladder whether congenital or acquired. Patients feel heaviness and pain at the site of bladder, dysuria, anuria, increased frequency of urine. On examination urine will be colourless with sediments at the bottom."
L4,775,769,G-6,Waram al-Mathāna,ورم المثانة,Cystitis,Inflammation of bladder is always acute in nature. Its cause is either blood/sanguine or <em>Mirra Ṣafrā’</em> (bitter yellow bile) or mixture of both. These type of humours cause inflammation either directly or indirectly by their accumulation in the bladder due to previous ulceration by calculi or injury of the bladder.
L4,776,769,G-7,Rīḥ al-Kulya,ريح الكلية,,Accumulation of gases in the perinephric region which causes heaviness and distension at the site of kidneys. Sometimes mild migrating pain occurs but subsides after digestion of food.
L4,777,769,G-8,Waja‘ al-Kulya,وجع الكلية,Renal pain,"Pain of the kidneys occurs due to gases, weakness, inflammation, ulcers and calculus and is usually treated accordingly."
L4,778,769,G-9,Sudad al-Kulya,سدد الكلية,Renal obstruction,"Obstruction in kidneys occurs due to the accumulation of mucilaginous viscous humours or the inflammation. In case of viscous humours patient feels heaviness at the site of kidneys, urine output becomes less. In case of inflammation patient feels pain and fever."
L4,779,769,G-10,Waram al-Kulya,ورم الكلية,Nephritis,"Like other organs, inflammation of kidneys can be of two types; acute and chronic. Acute can be due to the predominance of <em>Dam</em> (blood/sanguine) and <em>Ṣafrā’</em> (yellow bile) chronic can be due to <em>Balgham</em> (phlegm) and <em>Sawdā’</em> (black bile). The inflammation of kidneys can be in the cortical, medullary region or in the renal parenchyma. This can affect one kidney or both or a part of kidney."
L5,780,779,G-10.1,Waram al-Kulya Ḥārr,ورم الكلية حار,Acute nephritis,"Inflammation of kidneys due to predominance of <em>Dam</em> (blood/sanguine) and <em>Ṣafrā’</em> (yellow bile). It is an acute type of inflammation with severe pain, continuous fever with chills and rigors, delirium, dysuria, heaviness and distension at the site of kidneys. Firstly urine appears to be colourless and later reddish."
L5,781,779,G-10.2,Waram al-Kulya Bārid Balghamī,ورم الكلية بارد بلغمي,Phlegmatic nephritis,Inflammation of kidney due to predominance of <em>Balgham</em> (phlegm). In this condition there is moderate fever and oedema.
L5,782,779,G-10.3,Waram al-Kulya Ṣulb,ورم الكلية صلب,Hard nephritis/Nephrosclerosis,"A chronic inflammation of kidneys. In this condition urine output is low followed by weakness of lower extremities, oedema, discolouration of skin, distension of abdomen and splenomegaly."
L4,783,769,G-11,Dubayla al-Kulya,دبيلة الكلية,Renal abscess,"When the inflammation of kidneys get suppurated, there is severe heaviness at the site of kidneys. The condition is marked by fever with rigors and chills. Urine becomes viscous and precipitates appear. When abscess rupture, it leads to discharge of pus in urine which eventually leads to health. If it ruptures in the peritoneal cavity, bladder or intestines, it may be grave."
L4,784,769,G-12,Qurūḥ al-Kulya,قروح الكلية,,"According to <em>Ibn Sīnā</em> ulcers of kidneys, can be due to injury, boils, passing of acute bilious saline humour, passing of calculus and abrasion caused by the detachment of hard viscous humour. In this condition patient feels pain without heaviness and distension at renal angle. There is appearance of pus, blood and dead tissues in urine. Excessive thirst, nausea, foul smelling urine indicates ulcers of kidneys."
L4,785,769,G-13,Jarab al-Kulya,جرب الكلية,Renal irritability,Small eruptions of kidneys characterised by irritation at the site of kidneys with severe pain. Pus and mucoid casts appear in the urine.
L4,786,769,G-14,Waram al-Mathāna Ṣulb,ورم المثانة صلب,Chronic cystitis,"Sometimes acute inflammation, injury and rupture of bladder lead to chronic inflammation of bladder which turns into hard mass. In this condition, patient feels distension in the supra pubic region, numbness of calf muscles, difficulty in micturition and defecation. On palpation this can be felt."
L4,787,769,G-15,Dubayla al-Mathāna,دبيلة المثانة,Vesicular abscess,When acute inflammation of urinary bladder gets suppurated it takes the shape of an abscess.
L4,788,769,G-16,Ḍu‘f al-Mathāna,ضعف المثانة,,"Weakness of bladder is due to its impaired temperament or chronic inflammation, flaccidity, subluxation of the bladder. The condition leads to polyuria."
L4,789,769,G-17,Qurūḥ al-Mathāna,قروح المثانة,,"Ulcers of bladder caused by the presence of irritant yellow bile or ulceration caused by vesicular calculus, pustules of bladder. Patient feels pain in the perineal region. There may be dysuria, foul smelling urine with pus and casts."
L4,790,769,G-18,Jarab al-Mathāna,جرب المثانة,,"A condition where pustules appear on the surface of bladder. The cause of pustules is the presence of acute irritant saline humour on the surface of bladder. This causes irritation, burning at the site of bladder, burning micturition, itching and severe pain of the perineal region, appearance of husky sediments and reddish pus in the urine which in turn causes emaciation and rectal prolapse."
L4,791,769,G-19,Injimād al-Dam fi’l Mathāna,انجماد الدم في المثانة,,"Clotting of blood in the bladder. Rupture of the vessels of bladder and clotting of blood usually occurs due to the injury of urinary bladder. This causes bleeding with urine, weakness, palor, cold extremities, nausea, vomiting, rigors, breathlessness, restlessness and syncope."
L4,792,769,G-20,Istirkhā’ al-Mathāna,استرخاء المثانة,Atonic bladder,Flaccidity/paresis of muscles attached to urinary bladder with or without injury of bladder followed by incontinence of urine.
L4,793,769,G-21,Khal‘ al-Mathāna,خلع المثانة,Subluxation of bladder,Injury at the back that leads to destruction of ligaments attached to bladder. This leads to the diversion of bladder to either side. The condition causes dysuria and incontinence of urine.
L4,794,769,G-22,Waja‘ al-Mathāna,وجع المثانة,Cystodynia,"Pain of urinary bladder caused by hot and cold impaired temperament of bladder, injury, calculi, subluxation, flaccidity and clotting of blood in the bladder. The pain usually occurs in the critical phase of diseases."
L4,795,769,G-23,Rīḥ al-Mathāna,ريح المثانة,,"A condition where <em>Rīḥ</em> (flatus) gets accumulated in the bladder. This is caused by the intake of those diets and fruits which produce flatus. Due to the weakness and diminishing innate energy of bladder it is not able to dissolve the accumulated fluid which is ultimately converted into gas. In this condition patient feels pain, dysuria and distension."
L4,796,769,G-24,Ḥurqa al-Bawl,حرقة البول,Burning micturition,"Burning sensation during voiding of urine caused by hot impaired temperament, predominance of <em>Ṣafrā’</em> (yellow bile), deficiency of constituents which reduce the acidity of urine, renal/ bladder ulcers and inflammation of kidney and bladder or their irritability."
