levels,tid,pid,wordcode,code,word,translation,definition,refn
L6,812,802,செரி வரி,NDA1.10,Ceri Vari,corneal eye disease with itching,it is characterised by corneal eye disease with semi - circular shaped lesion above the cornea. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.178"
L6,813,802,மாலைக்கண் திமிரம்,NDA1.11,Mālaikkaṇ Timiram,night blindness,"it is characterised by vision impairment. People with night blindness experience poor vision at night, dry mouth, headache, sneezing, mucus and watery discharge of eyes. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.40"
L6,814,802,வறட்சித் திமிரம்,NDA1.12,Vaṟaṭcit Timiram,corneal eye disease with increased lacrimation and yellowish muco discharge,it is characterised by corneal eye disease with loss of vision increased lacrimation and yellowish muco discharge. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.185"
L6,815,802,வாயு திமிரம்,NDA1.13,Vāyu Timiram,corneal eye disease with vertex pain and vision loss,it is characterised by corneal eye disease with vertex pain and vision loss . It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.186"
L6,816,802,புகைப்பு,NDA1.14,Pukaippū,corneal eye disease with cloudy vision,it is characterised by corneal eye disease with cataract formation which results in cloudy appearance. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal oon gets decreased,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.38"
L6,817,802,சதை குந்தம்,NDA1.15,Catai Kuntam,conreal eye disease with watery discharge,"it is characterised by corneal eye disease with gritiness, photophobia, diminished vision, eye irritation, pruritis and watery discharge. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal oon gets decreased","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.190"
L5,818,801,அழல்,NDB,Aẕal,Corneal disease caused by Azhal,,
L6,819,818,குமரிக்காசம்,NDB1.1,Kumarikkācam,"corneal eye disease with intolerable pain, whitish discharge and inflammation of the cornea","it is characterised by corneal eye disease with intolerable pain, mucus discharge, pricking pain in the centre of the eye, inflammation of the pupil. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkalseneer gets decreased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.33"
L6,820,818,இரண காசம்,NDB1.2,Raṇa Kācam,corneal eye disease caused by trauma,it is characterised by corneal eye disease caused by trauma. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets decreased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.157"
L6,821,818,உடைத்தெழு காசம்,NDB1.3,Uṭainteẕu Kācam,"corneal eye disease with redness , lacrimation pricking pain in the forehead and ear","it is characterised by corneal eye disease with redness , lacrimation , pricking pain in the forehead and ear. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.26"
L6,822,818,மலை காசம்,NDB1.4,Mālai Kācam,corneal eye disease with irritation and blurred vision of eye,it is characterised by corneal eye disease with irritation and blurred vision in evening time. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.27"
L6,823,818,ஊரு காசம்,NDB1.5,Ūṟu Kācam,"corneal eye disease with redness, irritation and constriction of pupil","it is characterised by corneal eye disease with redness, irritation, swelling of eyelids, dull vision, spreading of fleshy growth over the eye at night time and constriction of pupil.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.157"
L6,824,818,வாரெழு கசம்,NDB1.6,Vārēẕu Kācam,"corneal eye disease with lacrimation, blurred vision and pruritus","it is characterised by corneal eye disease with lacrimation, blurred vision, itching, pricking pain in palm and plantar aspect, itching in eyes and diminshed vision. It is explained by dearangement of vatham ( nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.47"
L6,825,818,அந்திர காசம்,NDB1.7,Antira Kācam,corneal eye disease with redness and blankspot of eyes,"it is characterised by corneal eye disease with redness, blank spot of eyes and dimished vision. It is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.54"
L6,826,818,இரத்தப் படலம்,NDB1.8,Rattap Paṭalam,"corneal eye disease with reddish discoloration of eyes, pain,irritation and yellow mucous discharge","it is characterised by corneal eye disease with swelling of eyelids, reddish discoloration of eyes, excuciating pain,irritation and mucous discharge, increased pain in the occipetal area, vertex and forehead. It is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.170"
L6,827,818,வரி எழுச்சிப்படலம்,NDB1.9,Vari Eẕuccippaṭalam,corneal eye disease with presence of corneal epithelial line which inturn decreases the vision,"it is characterised by corneal eye disease with presence of corneal epithelial line which inturn decreases the vision , lacrymation, grittiness of the eye and heatness of the eye. It is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.170"
L6,828,818,கருநாகப் படலம்,NDB1.10,Karunākap Paṭalam,corneal eye disease with lacrimation with circumferential retinal fold,"it is characterised by corneal eye disease with lacrimation with circumferential retinal fold, presence of multicolour vision and pricking pain in the eyes. It is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.170"
L6,829,818,பசுவிழிப் படலம்,NDB1.11,Pacuviẕip Paṭalam,corneal eye disease with vision damage,"it is characterised by corneal eye disease with watery discharge, heat and vision damage. It is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.171"
L6,830,818,செங்குமுதம்,NDB1.12,Ceṅkumutam,corneal eye disease with red fleshy growth over the cornea and increased lacrimation,it is characterised by corneal eye disease with red fleshy growth over the cornea and increased lacrimation. It is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.173"
L6,831,818,உத்தன நெரிசல்,NDB1.13,Uṭṭaṉa Nerical,corneal eye disease with whitish discoloration of cornea,it is characterised by corneal eye disease with whitish discoloration of cornea. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets decreased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.177"
L6,832,818,அனர் சுக்கிரன்,NDB1.14,Aṉaṟ Cukkiraṉ,corneal ulcers with pain and inflammation in eyes,it is characterised by corneal ulcers with pain and inflammation in eyes and loss of vision. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.180"
L6,833,818,சொறிவரி,NDB1.15,Cori Vari,corneal eye disease with irritation,"it is characterised by corneal eye disease with irritation, lacrymation and bursting of blood vessels.it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.",
L6,834,818,மேகத் திமிரம்,NDB1.16,Mēkat Timiram,corneal eye disease with burning sensation of eye,it is characterised by corneal eye disease with burning sensation of eye. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.186"
L6,835,818,உந்தல் பூ,NDB1.17,Untal Pū,corneal eye disease with severe irritation in eyes,it is characterised by corneal eye disease with cataract and severe irritation in eyes. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.,"Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.189"
L6,836,818,உதிர குந்தம்,NDB1.18,Utira Kuntam,corneal eye disease with mild haematoma,"it is characterised by corneal eye disease with mild haematoma, photophobia, lacrymation, pus discharge, dull vision and itching in eyes. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.190"
L5,837,801,ஐயம்,NDC,Aiyam,Corneal disease caused by aiyam,,
L6,838,837,ஐய காசம்,NDC1.1,Aiya Kācam,corneal eye disease with apraxia and cruciating pain in the forehead,"it is characterised by corneal eye disease with apraxia ,heavy watery discharge and cruciating pain in the forehead like scorpion bite. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.39"
L6,839,837,நீலக்கசம்,NDC1.2,Nīlakkācam,"corneal eye disease with pain, blurry vision and bluish discoloration of cornea","it is characterised by corneal eye disease with pain in the pupil, blurry vision, bluish discoloration of cornea and clear watery discharge. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal seneer gets decreased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.33"
L6,840,837,மந்தார காசம்,NDC1.3,Mantāra Kācam,corneal eye disease with blurred and cloudy vision during sunset,"it is characterised by corneal eye disease with blurred and cloudy vision during sunset. It is due to intake of bitter and sour food substances, constipation. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal moolai gets decreased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.49"
L6,841,837,துண்ணு காசம்,NDC1.4,Tuṇṇu Kācam,corneal eye disease with fleshy growth in the cornea and heaviness of the eyelid,"it is characterised by corneal eye disease with fleshy growth in the cornea , heaviness of the eyelid, lacrymation, prickng pain in forehead, photophobia and foggy vision. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal oo gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.40"
L6,842,837,குவளை காசம்,NDC1.5,Kuvaḷai Kācam,corneal eye disease with heaviness of eyelids and headache,"it is characterised by corneal eye disease with heaviness and pricking pain of eyelids, swelling of lateral canthi of eye, bluish discoloration of pupil and headache. it is explained by dearangement of vatham (nagan and koorman) and pitham( aalosaga pitham). In udalthathukkal saram gets increased.","Anonymous,(1923),Agathiyar- Nagamunivar Nayanavithi (2 nd edition) ,Arulmigu Palani Dhandayuthapaniswami kovil Nool Veliyedu, pg.no.49"
